iter	Logloss
0	0.5859359257
1	0.5210958853
2	0.4466147862
3	0.3941905108
4	0.3495461068
5	0.3108950866
6	0.283245378
7	0.2556526833
8	0.2300304608
9	0.2091288027
10	0.1919262141
11	0.1674536382
12	0.1443368626
13	0.1335125185
14	0.1247355913
15	0.1065690442
16	0.08997695286
17	0.07960047822
18	0.06728439431
19	0.05752082538
20	0.05097884425
21	0.04354639646
22	0.03745998578
23	0.03262571816
24	0.0286028148
25	0.02491536196
26	0.021958204
27	0.01937275731
28	0.01694821953
29	0.01511626655
30	0.01349517997
31	0.012099811
32	0.0109014971
33	0.009830984791
34	0.008810567126
35	0.007926396979
36	0.007121817537
37	0.006562408819
38	0.005902714909
39	0.00543749177
40	0.0049824676
41	0.004598853131
42	0.00428201098
43	0.004003935774
44	0.003715246348
45	0.003484625107
46	0.00324865696
47	0.003034855466
48	0.002895849957
49	0.002713568706
50	0.002534344807
51	0.00238893048
52	0.002252894251
53	0.002126083855
54	0.002012435434
55	0.001884252228
56	0.001830120906
57	0.001735117127
58	0.001618306758
59	0.00152835627
60	0.001475793843
61	0.0013936979
62	0.001310324175
63	0.001264633628
64	0.001199862976
65	0.001131827234
66	0.001070608665
67	0.001015468776
68	0.0009672256354
69	0.0009557508078
70	0.0009110753016
71	0.0008732697539
72	0.0008360269965
73	0.0007987163321
74	0.0007655148203
75	0.0007358868351
76	0.0007079973913
77	0.000707994053
78	0.000707994053
79	0.0006998568846
80	0.0006998568846
81	0.000672982433
82	0.0006468548797
83	0.0006468548797
84	0.0006221084659
85	0.0006015856939
86	0.0006015930462
87	0.0005807408325
88	0.0005718120974
89	0.00055253958
90	0.0005406903923
91	0.0005216733027
92	0.0005216798601
93	0.0005216753772
94	0.0005216722138
95	0.0005056743783
96	0.0004902605681
97	0.0004902570549
98	0.0004902538438
99	0.0004902532238
100	0.0004746171727
101	0.0004746218464
102	0.0004746259239
103	0.0004746223471
104	0.0004746172204
105	0.0004746050436
106	0.0004599386159
107	0.0004467413838
108	0.0004467328711
109	0.0004467427271
110	0.0004467314484
111	0.0004467264965
112	0.0004467244061
113	0.0004467211791
114	0.0004467204876
115	0.0004467172685
116	0.000446719033
117	0.0004467225144
118	0.0004467099322
119	0.0004467160365
120	0.0004467071662
121	0.0004467086048
122	0.0004467115854
123	0.0004467078338
124	0.0004467073172
125	0.0004467062839
126	0.0004467118954
127	0.0004467085969
128	0.0004467054811
129	0.0004467057752
130	0.0004467055129
131	0.0004467080723
132	0.0004364276267
133	0.0004364172859
134	0.0004364178662
135	0.0004364190266
136	0.0004364118572
137	0.0004364083202
138	0.0004364128984
139	0.0004364089958
140	0.0004364134787
141	0.0004364105934
142	0.0004364086222
143	0.0004364059198
144	0.0004364031299
145	0.0004364045765
146	0.0004364022
147	0.0004364103152
148	0.0004363974707
149	0.0004363993942
150	0.0004364004195
151	0.0004363956823
152	0.0004364019536
153	0.0004363978204
154	0.0004363943947
155	0.0004363946331
156	0.0004363951736
157	0.0004363971448
158	0.000436395118
159	0.0004363943947
160	0.0004363855879
161	0.0004363823609
162	0.0004363813674
163	0.0004363813674
164	0.0004363806917
165	0.0004363719883
166	0.0004363719883
167	0.0004363767017
168	0.0004363545417
169	0.0004363589848
170	0.000436347881
171	0.0004363519028
172	0.0004363535322
173	0.0004363460608
174	0.0004363525546
175	0.0004230540592
176	0.0004230573896
177	0.0004230555217
178	0.0004230532326
179	0.0004230489961
180	0.0004230510866
181	0.0004107742343
182	0.0004107767142
183	0.0004107678439
184	0.0004107696163
185	0.0004107714604
186	0.0004107661588
187	0.0004107703714
188	0.0004107668949
189	0.0004107669426
190	0.0004107693271
191	0.0004107629208
192	0.0004107668155
193	0.0004107546863
194	0.0004107633977
195	0.0004107589148
196	0.0004107625233
197	0.0004107594314
198	0.0004107537086
199	0.0004107514195
200	0.000410746099
201	0.0004107472992
202	0.0004107471243
203	0.0004107522272
204	0.0004107416241
205	0.0004107399072
206	0.0004107352018
207	0.0004107460195
208	0.0004107389773
209	0.0004107305441
210	0.0004107305123
211	0.0004107305123
212	0.000410729948
213	0.000410723788
214	0.0004107278257
215	0.000410730552
216	0.0004107251869
217	0.0004107308223
218	0.0004107299082
219	0.0004107187805
220	0.0004107198695
221	0.0004107255207
222	0.0004107191859
223	0.0004107206007
224	0.0004107159986
225	0.0004107206245
226	0.0004107206245
227	0.0004107152943
228	0.0004107121467
229	0.0004107134185
230	0.0004107132992
231	0.0004107120831
232	0.0004107047866
233	0.0004107149207
234	0.0004107025133
235	0.0004107066942
236	0.0004107120434
237	0.0004107098576
238	0.0004107005263
239	0.0004107024339
240	0.0004107057642
241	0.0004106961865
242	0.0004106977205
243	0.0004106962262
244	0.0004106901439
245	0.000410695676
246	0.0004106887988
247	0.0004106911895
248	0.0004106936137
249	0.0004106871358
250	0.0004106879863
251	0.0004106850454
252	0.0004106787742
253	0.0004106848626
254	0.0004106824304
255	0.0004106816515
256	0.0004106886381
257	0.0004106735362
258	0.0004106781144
259	0.0004106807374
260	0.0004106718194
261	0.0004106816674
262	0.0004106727334
263	0.0004106680598
264	0.000410671573
265	0.0004106699435
266	0.0004106705715
267	0.0004106688546
268	0.000410665723
269	0.0004106609142
270	0.0004106614786
271	0.0004106614786
272	0.0004106582595
273	0.0004106601353
274	0.0004106604055
275	0.0004106568654
276	0.0004106521282
277	0.0004106532013
278	0.0004106543856
279	0.0004106490363
280	0.0004106536066
281	0.0004106430353
282	0.0004106482812
283	0.0004106421451
284	0.0004106418987
285	0.0004106388068
286	0.0004106366846
287	0.0004106317248
288	0.0004106365574
289	0.0004106387671
290	0.0004106383061
291	0.0004106416841
292	0.0004106308267
293	0.0004106306359
294	0.0004106356116
295	0.0004106318917
296	0.0004106283388
297	0.0004106366131
298	0.0004106348565
299	0.0004106254138
300	0.0004106291019
301	0.0004106255013
302	0.0004106243329
303	0.0004106226001
304	0.0004106226001
305	0.0004106302672
306	0.0004106243139
307	0.0004106233363
308	0.0004106175229
309	0.0004106178965
310	0.0004106229676
311	0.0004106160763
312	0.0004106196849
313	0.0004106197087
314	0.0004106191921
315	0.0004106231773
316	0.0004106114694
317	0.0004106129667
318	0.00041061937
319	0.0004106089338
320	0.0004106120893
321	0.0004106057991
322	0.0004106082154
323	0.0004106088226
324	0.0004106052825
325	0.0004106087639
326	0.0004106087639
327	0.0004106024529
328	0.0004106050202
329	0.000410606435
330	0.0004106039472
331	0.0004106085811
332	0.0004106011732
333	0.0004105931931
334	0.0004105931931
335	0.0004106001081
336	0.0004106026277
337	0.0004105942215
338	0.0004105926795
339	0.0004105902681
340	0.000410581501
341	0.0004105863416
342	0.0004105851334
343	0.0004105819859
344	0.0004105738468
345	0.000410579975
346	0.00041058658
347	0.0004105780991
348	0.0004105780991
349	0.0004105780991
350	0.0004105759849
351	0.000410579525
352	0.0004105761628
353	0.0004105768543
354	0.0004105745414
355	0.000410569828
356	0.000410569828
357	0.000410569828
358	0.0003995709829
359	0.0003995723937
360	0.0003995710743
361	0.000399573113
362	0.0003995742377
363	0.0003995742377
364	0.0003995706848
365	0.0003995718135
366	0.0003995668418
367	0.0003995657926
368	0.0003995657926
369	0.0003995657926
370	0.0003995631975
371	0.0003995650971
372	0.0003995650971
373	0.0003995611587
374	0.0003995611587
375	0.0003995611587
376	0.00039956311
377	0.0003995623987
378	0.0003995623987
379	0.0003995542119
380	0.0003995597916
381	0.0003995593902
382	0.0003995593902
383	0.0003995593902
384	0.0003995523837
385	0.0003995523837
386	0.0003995523837
387	0.0003995538065
388	0.0003995510445
389	0.0003995585676
390	0.0003995585676
391	0.0003995565805
392	0.0003995565805
393	0.0003995550425
394	0.0003995550425
395	0.0003995550425
396	0.0003995450077
397	0.0003995447374
398	0.000399547424
399	0.000399541128
400	0.000399544359
401	0.0003995435801
402	0.0003995435801
403	0.0003995414181
404	0.0003995366888
405	0.00039953436
406	0.0003995386123
407	0.0003995386123
408	0.0003995379328
409	0.0003995379328
410	0.0003995379328
411	0.0003995359616
412	0.0003995359616
413	0.0003995347097
414	0.0003995347097
415	0.0003995326034
416	0.0003995326034
417	0.0003995326034
418	0.0003995294717
419	0.0003995293843
420	0.0003995300043
421	0.0003995277469
422	0.0003995242179
423	0.0003995300202
424	0.0003995300202
